"","campaign_id","adgroup_id","ad_group","campaign","account","week","keyword","keyword.state","match.type","max_cpc","clicks","impressions","ctr","avg_cpc","avg_cpm","cost","avg_position","quality.score","first.page.cpc","first.position.cpc","converted.clicks","click.conversion.rate","cost.converted.click","cost.all.conv.","total.conv.value","conversions","cost.conv.","conv.rate"
"703","85bfe92c8e2ec6a41844",NA,"Miami Dolphins (preseason)","NFL Reg Season","TicketExchange","2015-09-07","[miami dolphins preseason ticket]","enabled","Exact","19.95",0,2,"0.00%",0,"0.00","0.00",1,8,0.37,2.11,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"704","33c1cd4eaf4aaf66ba43",NA,"Jeff Dunham (venues)","THTR-GG_Theatre G-O","Theatre TicketsNow","2015-10-05","[jeff dunham tacoma dome]","enabled","Exact","1.66",0,1,"0.00%",0,"0.00","0.00",2,9,0.44,4.17,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"705","aa7c8f11a79722171ed4",NA,"Seattle Seahawks (targ)","NFL Canada","TM+","2015-08-24","""""""""seahawks schedule tickets""""""""","enabled","Phrase","1.10",0,2,"0.00%",0,"0.00","0.00",1,8,0.11,0.45,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"706","4e27eeadb2d3c9087e9d",NA,"Atlanta Falcons (targ)","NFL Mexico Spanish-English","TicketExchange","2015-05-25","""""""""atlanta falcons 2015 tickets""""""""","enabled","Phrase","15.00",1,1,"100.00%",0.49,"490.00","0.49",2,6,0.01,7.41,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"707","489901d4fe6bec1bd612",NA,"The Illusionists (semi)","THTR-GG_Touring: The Illusionists","Theatre TicketsNow","2015-05-04","""""""""theillusionists""""""""","enabled","Phrase","0.79",0,1,"0.00%",0,"0.00","0.00",2,7,0.61,1.1,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"708","d61ea5e014d7afd671d3","4a33701b4f84901e2a32","Moon Taxi (semi)","GG: Concerts M-O","TicketsNow - Concerts","2015-10-05","""""""""moon taxi shows""""""""","enabled","Phrase","1.50",0,1,"0.00%",0,"0.00","0.00",1,8,0.95,0.95,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"709","f55d5c0b4754f2038a6b",NA,"Stevie Wonder (venues)","GG: Concerts S-U","TicketsNow - Concerts","2015-09-21","""""""""stevie wonder at john paul jones arena""""""""","enabled","Phrase","1.50",0,4,"0.00%",0,"0.00","0.00",5,6,0.65,3.07,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"710","f42562568cd5b2357a72",NA,"Beach House","San Francisco","TM+","2015-07-06","""""""""beach house tickets""""""""","enabled","Phrase","2.00",0,1,"0.00%",0,"0.00","0.00",1,9,0.01,1.54,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"711","b675801ad53aee08bde8","39beceb7c7157add896b","New York Islanders (targ)","GG: NHL Ticket Exchange on TicketsNow Teams","TicketExchange","2015-12-28","[nhl ticket exchange islanders]","enabled","Exact","2.05",2,22,"9.09%",1.11,"100.91","2.22",1.9,8,0.39,1.2,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"712",NA,"2a600aa2f2e61acc0fc5","New York Yankees (targ)","Yankees Ticket Exchange_(NJ) IN","Sports TicketsNow","2015-05-11","""""""""cheap yankee tickets for sale""""""""","enabled","Phrase","3.99",0,3,"0.00%",0,"0.00","0.00",1.3,8,0.6,3.58,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"713","28a1009af1c30fc82681",NA,"Lord Huron (targ)","GG: Concerts J-L","TicketsNow - Concerts","2015-06-08","[lord huron ticketmaster]","enabled","Exact","1.00",0,1,"0.00%",0,"0.00","0.00",1,5,0.95,0.95,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"714","d61ea5e014d7afd671d3","77bfa87deabad3c3244b","Nick Jonas (citystate)","GG: Concerts M-O","TicketsNow - Concerts","2016-02-15","""""""""nick jonas albuquerque""""""""","enabled","Phrase","2.50",0,2,"0.00%",0,"0.00","0.00",2,6,0.3,2.54,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"715",NA,NA,"New York Jets (gen)","NFL New York Jets","TicketExchange","2015-06-22","[ny jets]","enabled","Exact","6.43",0,30,"0.00%",0,"0.00","0.00",1,7,2.47,6.32,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"716","e70e5940794ee815beb2","0a048ee60edfafa0799f","Kenny Chesney (general)","RLSA - Kenny Chesney","TM+","2015-06-29","""""""""kenny chesney""""""""","enabled","Phrase","0.70",46,437,"10.53%",0.86,"90.39","39.50",2.8,9,0.29,1.7,5,"10.87%","7.90","6.58","134.1","6.0","6.58","13.04%"
"717","697532c41da6ce1cb118","53a09b75fab3d24c98b6","New York Mets (semi)","GG: MLB Misc Languages","Sports TicketsNow","2015-07-13","""""""""met games""""""""","enabled","Phrase","0.60",0,6,"0.00%",0,"0.00","0.00",1.8,3,1.48,1.8,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"718","b4ab0e24aadee354f340","46b0c168fde2344e4340","David Gilmour (general)","z - David Gilmour","TM+","2015-09-14","""""""""david gilmour""""""""","enabled","Phrase","0.35",117,6824,"1.71%",0.77,"13.17","89.87",2.8,8,0.59,1.86,2,"1.71%","44.94","22.47","76.33","4.0","22.47","3.42%"
"719","28a1009af1c30fc82681",NA,"Joe Bonamassa (targ)","GG: Concerts J-L","TicketsNow - Concerts","2015-05-18","joe bonamassa show ticket","enabled","Broad","0.45",0,8,"0.00%",0,"0.00","0.00",5.1,6,0.99,2.28,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"720","72e3dd56919751fdac3b","d3462171ed515c3d13b6","Florida Georgia Line (targ)","z - Florida Georgia Line","TM+","2015-07-27","""""""""florida georgia line ticket sales""""""""","enabled","Phrase","1.50",0,1,"0.00%",0,"0.00","0.00",3,8,0.92,2.76,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"721","38a5b022f8bff90ebf39","23a66bd058c7b75c7b6a","TicketsNow (misc)","GG: Industry TicketsNow","Industry TicketsNow","2016-02-01","""""""""tickets now ticketmaster""""""""","enabled","Phrase","2.00",6,17,"35.29%",0.94,"332.94","5.66",1.1,8,0.13,0.29,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"722",NA,"2a600aa2f2e61acc0fc5","New York Yankees (targ)","Yankees Ticket Exchange_(Spanish) OUT","Sports TicketsNow","2015-07-27","""""""""new york yankees ticket exchange""""""""","enabled","Phrase","0.81",0,1,"0.00%",0,"0.00","0.00",3,9,0.11,0.91,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"723","28a1009af1c30fc82681",NA,"Jennifer Nettles (citystate)","GG: Concerts J-L","TicketsNow - Concerts","2015-09-07","""""""""jennifer nettles dallas""""""""","enabled","Phrase","0.48",0,1,"0.00%",0,"0.00","0.00",7,6,1.04,1.49,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"724",NA,"24b18f66fff1822fff4d","Ticketmaster (general)","GG: Industry TicketsNow Europe","Industry TicketsNow","2015-02-23","[tickemaster]","enabled","Exact","0.15",0,3,"0.00%",0,"0.00","0.00",2,6,0.46,0.64,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"725",NA,NA,"Ohio State (gen)","NCAA TE  Ohio State","TicketExchange","2015-07-20","[ohio state]","paused","Exact","6.00",1,604,"0.17%",2.42,"4.01","2.42",2.3,2,7.49,8.32,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"726","ffa597d83e69d3c2b865",NA,"US Open Tennis (targ)","GG: Tennis","Sports TicketsNow","2015-04-20","[tickets us open tennis 2015]","paused","Exact","3.50",1,11,"9.09%",1.87,"170.00","1.87",1,7,0.72,4.08,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"727","745ff211ecb0e5c44114",NA,"Guster","St. Louis","TM+","2015-01-12","""""""""guster ticketmaster""""""""","enabled","Phrase","1.50",0,1,"0.00%",0,"0.00","0.00",1,6,0.05,0.05,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"728","697532c41da6ce1cb118",NA,"Seattle Mariners (semi)","GG: MLB Misc Languages","Sports TicketsNow","2015-04-20","""""""""mariners baseball""""""""","enabled","Phrase","0.50",0,1,"0.00%",0,"0.00","0.00",2,6,1.69,1.69,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"729","85bfe92c8e2ec6a41844",NA,"Chicago Bears (targ)","NFL Reg Season","TicketExchange","2015-06-22","""""""""chicago ticketmaster""""""""","enabled","Phrase","24.77",0,74,"0.00%",0,"0.00","0.00",1.6,5,12.5,14.7,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"730","f8f962c7544143908833",NA,"Air Supply (targ)","GG: Concerts A-C","TicketsNow - Concerts","2015-04-20","air supply tickets","enabled","Broad","auto: 0.35",3,94,"3.19%",0.33,"10.43","0.98",4.3,9,0.6,1.89,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"731",NA,NA,"Ricky Martin (targ)","RLSA - Ricky Martin","TM+","2015-06-01","""""""""ricky martin tickets""""""""","enabled","Phrase","1.60",0,3,"0.00%",0,"0.00","0.00",2.3,9,0.07,1.75,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"732",NA,NA,"Eagles (targ)","RLSA - Eagles","TM+","2015-08-24","""""""""eagles tickets""""""""","enabled","Phrase","2.00",0,2,"0.00%",0,"0.00","0.00",2,9,0.23,10.5,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"733","98077dc96d024f4d1830","fc0258c5b1c3397a86f4","Los Angeles Angels (targ)","MLB","TM+","2015-02-09","""""""""la angels tickets 2015""""""""","removed","Phrase"," --",0,1,"0.00%",0,"0.00","0.00",1,0,0,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"734","4478e64fc5a85aea9ec0","1ff196b91a06252242c8","David Gilmour (targ)","New York City","TicketsNow - Concerts","2015-11-23","""""""""david gilmour tickets""""""""","enabled","Phrase","4.00",1,27,"3.70%",4.97,"184.07","4.97",2,9,0.94,5.4,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"735","d315d1c41412804b0c20","b86fa5a4974b1d75291b","Pittsburgh Penguins (targ)","NHL","TM+","2016-02-29","""""""""penguins hockey ticket""""""""","enabled","Phrase","1.25",1,7,"14.29%",1.17,"167.14","1.17",4.4,9,0.5,2.2,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"736",NA,NA,"Incubus (semi)","z - Incubus","TM+","2015-07-06","""""""""incubus tour schedule""""""""","enabled","Phrase","1.45",0,2,"0.00%",0,"0.00","0.00",2,6,2.06,2.12,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"737",NA,"cf6f9bfa0d232a5f72dc","Chicago Blackhawks (targ)","GG: NHL","Sports TicketsNow","2015-08-03","[chicago blackhawks tickets]","enabled","Exact","6.44",55,625,"8.80%",1.42,"124.54","77.84",2.8,8,0.87,4.81,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"738","7cd28fbc23c206683354","4767e4e5fb93f2bbac7a","Sporting Kansas City (targ)","MLS Ticket Exchange","TicketExchange","2015-05-11","[sporting kc tickets ticketmaster]","enabled","Exact","4.00",0,8,"0.00%",0,"0.00","0.00",1.1,8,0.44,1.76,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"739","d61ea5e014d7afd671d3",NA,"Muse (citystate)","GG: Concerts M-O","TicketsNow - Concerts","2016-01-18","""""""""muse tickets brooklyn""""""""","enabled","Phrase","2.50",0,25,"0.00%",0,"0.00","0.00",4.5,6,0.78,4.38,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"740","5adc967aaf0685a83eef","0de771863b90918ff4d2","NBA (targ)","GG: NBATickets.com Spanish-English South America","Sports TicketsNow","2016-01-18","[nba game tickets]","enabled","Exact","0.60",1,2,"50.00%",0.28,"140.00","0.28",2,8,0.09,1.15,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"741","ef237ef88e995722bb1b",NA,"Arizona Cardinals (semi)","NFL Arizona","TicketExchange","2015-10-19","[2015 cardinals]","enabled","Exact","5.45",0,4,"0.00%",0,"0.00","0.00",1,5,5.66,5.66,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"742","5a044ea8d2dee48d5e45","1ff230b4a10b64dd90e7","Steely Dan (semi)","z - Steely Dan","TM+","2015-06-15","""""""""steely dan concert tour""""""""","enabled","Phrase","0.80",0,4,"0.00%",0,"0.00","0.00",2.8,8,0.84,1.25,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"743","85bfe92c8e2ec6a41844",NA,"Tampa Bay Buccaneers (targ)","NFL Reg Season","TicketExchange","2015-09-07","""""""""buccaneers nfl tickets""""""""","enabled","Phrase","5.87",2,4,"50.00%",2.14,"1,070.00","4.28",1,9,0.01,1.67,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"744","b675801ad53aee08bde8","84ac03228d113146ccbd","New York Rangers (semi)","GG: NHL Ticket Exchange on TicketsNow Teams","TicketExchange","2015-04-20","[ranger game]","paused","Exact","5.00",0,75,"0.00%",0,"0.00","0.00",1.5,1,3.64,4.57,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"745","85bfe92c8e2ec6a41844","b8670462880c0004e09e","NFL (RLSA)","NFL Reg Season","TicketExchange","2015-09-28","""""""""websites for nfl tickets""""""""","enabled","Phrase","8.51",0,1,"0.00%",0,"0.00","0.00",1,6,0.2,3.74,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"746","b226460813452289af90","f119b32eea54b58e716a","New York Knicks (targ)","GG: NBATickGeo.com New York Knicks Geo","Sports TicketsNow","2015-11-09","""""""""knicks game tickets""""""""","paused","Phrase","2.00",44,164,"26.83%",0.85,"228.54","37.48",1.8,8,0.82,2.07,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"747","63a69ca2413269a970a6",NA,"Tampa Bay Buccaneers (targ)","NFL Caribbean","TicketExchange","2015-10-05","""""""""buccaneers ticket""""""""","enabled","Phrase","12.50",6,43,"13.95%",1.79,"250.00","10.75",1.1,9,1.37,2.69,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"748","f8f962c7544143908833","c7144283d3540024bd11","Ciara (targ)","GG: Concerts A-C","TicketsNow - Concerts","2015-12-14","[ciara tickets]","enabled","Exact","auto: 0.80",4,46,"8.70%",0.82,"71.74","3.30",1.2,9,1.11,2.27,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"749","697532c41da6ce1cb118",NA,"Atlanta Braves (com)","GG: MLB Misc Languages","Sports TicketsNow","2015-08-24","""""""""braves com""""""""","enabled","Phrase","0.34",0,1,"0.00%",0,"0.00","0.00",4,6,0.96,1.59,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"750",NA,"f9d47bc88cc42f5cb1bc","Florida Panthers (targ)","GG: NHL Ticket Exchange Asia","TicketExchange","2015-01-19","""""""""florida panthers ticket""""""""","enabled","Phrase","1.00",0,1,"0.00%",0,"0.00","0.00",3,6,0.15,0.93,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"751",NA,"24b18f66fff1822fff4d","Ticketmaster (general)","Mexico","Industry TicketsNow","2015-01-26","""""""""tivketmaster""""""""","enabled","Phrase","0.60",0,1,"0.00%",0,"0.00","0.00",1,5,0.27,0.27,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"752","f55d5c0b4754f2038a6b",NA,"The Who (semi)","GG: Concerts S-U","TicketsNow - Concerts","2015-01-26","[who live]","enabled","Exact","1.50",0,16,"0.00%",0,"0.00","0.00",1,3,3.09,3.22,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"753","cf51bfa67a4911824dc5",NA,"Iron Maiden  (targ-RLSA)","GG: Concerts G-I","TicketsNow - Concerts","2015-10-26","""""""""iron maiden ticketmaster""""""""","enabled","Phrase","2.50",0,11,"0.00%",0,"0.00","0.00",2.3,5,1.18,8.9,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"754","85bfe92c8e2ec6a41844","0c70b5917f40b2c8328e","Denver Broncos (targ)","NFL Reg Season","TicketExchange","2016-01-25","[denver broncos ticket office]","enabled","Exact","19.97",6,205,"2.93%",7.81,"228.68","46.88",1.7,8,4.46,6.47,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"755",NA,NA,"Van Halen (citystate)","z - Van Halen","TM+","2015-06-01","""""""""van halen tickets hershey""""""""","enabled","Phrase","1.65",2,14,"14.29%",1.46,"207.86","2.91",1.6,8,0.52,2.09,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"756",NA,NA,"New York Yankees (RLSA)","GG: MLB - New York Yankees (In Market)","Sports TicketsNow","2015-03-23","""""""""yankees ticket exchange""""""""","enabled","Phrase","0.88",18,92,"19.57%",1.09,"213.59","19.65",1,6,0.2,0.9,2,"11.11%","9.82","9.82","173.8","2.0","9.82","11.11%"
"757","3b1e31fd8518395ba1df","3473c85f80e20208998d","Ravinia (semi)","VENU-GG_Illinois","Venues TicketsNow","2015-04-27","""""""""ravinia concert schedule""""""""","enabled","Phrase","1.55",8,58,"13.79%",0.83,"114.83","6.66",3.2,7,1.03,1.78,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"758","c6192a6807da7d171164",NA,"Washington Redskins (targ)","NFL TicketExchange US Misc Language","TicketExchange","2016-01-04","""""""""red skins tickets""""""""","enabled","Phrase","2.50",1,1,"100.00%",0.38,"380.00","0.38",3,9,0.27,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"759","0c22ba1facc298298b4d",NA,"Buffalo Bills (targ)","NFL","TM+","2015-08-17","""""""""bill tickets""""""""","enabled","Phrase","2.92",0,12,"0.00%",0,"0.00","0.00",8.9,10,0.51,9.71,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"760","4e27eeadb2d3c9087e9d","f2fb02629f8ad9784de9","San Diego Chargers (targ)","NFL Mexico Spanish-English","TicketExchange","2015-08-31","[charger tickets]","enabled","Exact","7.25",2,3,"66.67%",2.61,"1,740.00","5.22",1.3,10,0.88,1,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"761","70ef533bb994feba2af2","9465381ffe3b9e7e054a","Tickets & Ticketmaster","Florida","Industry TicketsNow","2015-12-14","[groupon.com/live]","enabled","Exact","2.00",0,1,"0.00%",0,"0.00","0.00",2,3,0.8,5.98,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"762",NA,NA,"NFL (com)","NFL - Oakland","TM+","2015-07-20","""""""""nflcom""""""""","enabled","Phrase","8.50",0,4,"0.00%",0,"0.00","0.00",1,6,8.5,8.5,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"763","d315d1c41412804b0c20","f0bed753f1f8fd44ca4c","New York Islanders (semi)","NHL","TM+","2015-02-16","""""""""islanders game""""""""","enabled","Phrase","1.15",0,26,"0.00%",0,"0.00","0.00",5.6,6,2.28,3.13,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"764","95452082101b9e0ba3fb","cdf49d4f74464e489f7d","AT&T Stadium (semi)","VENU-GG_Texas","Venues TicketsNow","2015-06-08","""""""""att stadium seating""""""""","paused","Phrase","1.50",1,12,"8.33%",1.34,"111.67","1.34",3.9,3,2.48,3.84,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"765","b83eb18f9c8e8c85394f",NA,"Georgia Dome (semi)","VENU-GG_Georgia","Venues TicketsNow","2015-03-09","""""""""georgia dome parking pass""""""""","enabled","Phrase","1.60",1,1,"100.00%",1.07,"1,070.00","1.07",2,6,1.87,2.52,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"766","697532c41da6ce1cb118","a948014083bd4615886c","Kansas City Royals (semi)","GG: MLB Misc Languages","Sports TicketsNow","2015-06-22","""""""""royal baseball""""""""","enabled","Phrase","1.00",0,5,"0.00%",0,"0.00","0.00",2,7,1.71,1.91,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"767","ff3d5d00a28e9fd1e029",NA,"Phoenix Mercury","Phoenix","TM+","2015-03-16","""""""""phoenix mercury ticket""""""""","enabled","Phrase","3.00",0,2,"0.00%",0,"0.00","0.00",1,6,2.36,4.62,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"768","6a9a783128f5b6cfb1aa",NA,"Baltimore Ravens (targ)","NFL Mexico","TM+","2015-11-09","""""""""baltimore raven tickets""""""""","enabled","Phrase","1.00",0,3,"0.00%",0,"0.00","0.00",3.7,6,0.06,3.91,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"769","2b2afd1dedff3c2dd5f7",NA,"San Francisco 49ers (targ)","NFL TicketExchange Australia","TicketExchange","2015-06-29","""""""""san francisco 49ers game tickets""""""""","enabled","Phrase","13.07",0,1,"0.00%",0,"0.00","0.00",1,8,1.04,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"770","1803f51a7151ae2e2c13",NA,"Atlanta Falcons (targ)","NFL TicketExchange US Spanish","TicketExchange","2015-08-10","""""""""falcons game tickets""""""""","enabled","Phrase","5.03",0,1,"0.00%",0,"0.00","0.00",2,8,0.67,0,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"771","697532c41da6ce1cb118","a47e95d08ac75af47568","St. Louis Cardinals (general)","GG: MLB Misc Languages","Sports TicketsNow","2015-08-31","""""""""the saint louis cardinals""""""""","enabled","Phrase","2.00",0,1,"0.00%",0,"0.00","0.00",1,6,0.7,1.8,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"772","e02bf90c57d3c8752865",NA,"Sarah Brightman","Boston","TM+","2015-08-03","""""""""sarah brightman tickets""""""""","enabled","Phrase","3.50",0,2,"0.00%",0,"0.00","0.00",1,9,0.04,0.35,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"773",NA,NA,"Oklahoma City Thunder(com)","GG: NBATickets.com Asia","Sports TicketsNow","2015-01-26","[www oklahomacitythunder com]","enabled","Exact","1.00",0,1,"0.00%",0,"0.00","0.00",1,6,0.96,0.96,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"774","55fdb0b971fae850be36","4820db1892a665be8486","Charlotte Hornets (targ)","NBA - Charlotte Hornets","TM+","2016-01-04","""""""""hornets tickets stubhub""""""""","enabled","Phrase","1.39",0,2,"0.00%",0,"0.00","0.00",2.5,6,1.37,7.37,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"775","26ec3b64939cf294c2a0","510c1b90acdba6c0925d","Ticketmaster (com)","GG: Industry Ticketmaster","Industry TicketsNow","2015-05-11","""""""""ticketmasters com""""""""","enabled","Phrase","1.40",0,13,"0.00%",0,"0.00","0.00",3.9,5,3.43,3.88,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"776","7cfbb54be9e76aee0b53","b2fcced6f9c5e487ce13","DePaul Blue Demons Mens Basketball (targ)","GG: College Basketball","Sports TicketsNow","2016-01-11","""""""""depaul blue demons basketball tickets""""""""","enabled","Phrase","0.45",0,3,"0.00%",0,"0.00","0.00",4.7,8,0.3,2.25,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"777","d315d1c41412804b0c20","9550a5e4a8154184d036","Nashville Predators (targ)","NHL","TM+","2015-07-20","""""""""predators game tickets""""""""","enabled","Phrase","0.45",0,1,"0.00%",0,"0.00","0.00",2,8,0.65,6.54,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"778","41de422ac06f165b89b9",NA,"Front Gate Tickets","GG: Industry Competition","Industry TicketsNow","2015-05-04","www.frontgatetickets.com","enabled","Broad","0.45",0,11,"0.00%",0,"0.00","0.00",4.4,6,1.75,2.69,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"779","904563aaa4ce217a30ef","33b0e0c265cf049dd83d","Arizona Diamondbacks (targ)","GG: MLB","Sports TicketsNow","2015-04-13","""""""""arizona diamondbacks baseball tickets""""""""","enabled","Phrase","1.00",0,4,"0.00%",0,"0.00","0.00",3.8,8,1.14,2.77,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"780",NA,NA,"Kansas City Chiefs (venues)","NFL Kansas City","TicketExchange","2015-12-07","""""""""arrowhead stadium""""""""","enabled","Phrase","12.50",27,1091,"2.47%",8.69,"215.00","234.57",1.2,5,5.94,7.99,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"781","28a1009af1c30fc82681",NA,"Jake Miller (semi)","GG: Concerts J-L","TicketsNow - Concerts","2015-05-11","[jake miller concert]","enabled","Exact","0.45",0,3,"0.00%",0,"0.00","0.00",2,6,0.66,0.8,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"782","35b30410cf8231f17e5e","366a9516cb74bf941ee3","Wicked (targ)","THTR-GG_New York, NY USA","Theatre TicketsNow","2015-11-09","""""""""wicked tickets""""""""","enabled","Phrase","1.33",28,615,"4.55%",2.24,"102.11","62.80",3.2,8,2.61,5.32,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"783","f8f962c7544143908833",NA,"Carrie Underwood (venues)","GG: Concerts A-C","TicketsNow - Concerts","2015-11-09","""""""""carrie underwood tickets stockton arena""""""""","enabled","Phrase","auto: 2.50",0,2,"0.00%",0,"0.00","0.00",4.5,8,1.71,7.4,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"784","f42562568cd5b2357a72",NA,"Rise Against","San Francisco","TM+","2015-06-29","""""""""Rise Against tickets""""""""","enabled","Phrase","3.50",2,13,"15.38%",2.38,"366.15","4.76",1.4,9,0.16,3.59,1,"50.00%","4.76","4.76","19.92","1.0","4.76","50.00%"
"785","d315d1c41412804b0c20","d80b29ba04cfa6913c6a","Minnesota Wild (targ)","NHL","TM+","2015-10-19","""""""""wild game ticket""""""""","enabled","Phrase","1.00",0,3,"0.00%",0,"0.00","0.00",3.3,8,0.86,5.55,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"786",NA,"bccf71a83617d7ee8b9a","US Open Tennis (semi)","RLSA - Tennis - USTA","TM+","2015-08-31","""""""""us open qualifying""""""""","enabled","Phrase","4.82",0,6,"0.00%",0,"0.00","0.00",1.2,3,10.8,10.8,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"787","85bfe92c8e2ec6a41844",NA,"New Orleans Saints (RLSA)","NFL Reg Season","TicketExchange","2015-11-02","""""""""ticketmaster new orleans saints""""""""","enabled","Phrase","13.81",2,8,"25.00%",2.12,"531.25","4.25",1,8,0.3,2.57,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
"788","38a5b022f8bff90ebf39","23a66bd058c7b75c7b6a","TicketsNow (misc)","GG: Industry TicketsNow","Industry TicketsNow","2015-01-05","""""""""ticket now""""""""","enabled","Phrase","8.00",125,375,"33.33%",0.67,"222.59","83.47",1,8,0.12,1.54,4,"3.20%","20.87","16.69","983.78","5.0","16.69","4.00%"
"789","8625c9413fbf27dc0a32",NA,"Paramore","Chicago","TM+","2015-02-16","""""""""paramore ticket""""""""","enabled","Phrase","0.90",0,1,"0.00%",0,"0.00","0.00",1,9,0.14,1.22,0,"0.00%","0.00","0.00","0.0","0.0","0.00","0.00%"
