"","event_id","primary_act_id","secondary_act_id","purch_party_lkup_id","event_name","primary_act_name","secondary_act_name","major_cat_name","minor_cat_name","la_event_type_cat","event_disp_name","ticket_text","tickets_purchased_qty","trans_face_val_amt","delivery_type_cd","event_date_time","event_dt","presale_dt","onsale_dt","sales_ord_create_dttm","sales_ord_tran_dt","print_dt","timezn_nm","venue_city","venue_state","venue_postal_cd_sgmt_1","sales_platform_cd","print_flg","la_valid_tkt_event_flg","fin_mkt_nm","web_session_cookie_val","gndr_cd","age_yr","income_amt","edu_val","edu_1st_indv_val","edu_2nd_indv_val","adults_in_hh_num","married_ind","child_present_ind","home_owner_ind","occpn_val","occpn_1st_val","occpn_2nd_val","dist_to_ven"
"151455","8f4a6c4b2a9954e97cff","0e2159b839e38cae3f48","a3116815ee9192e79ff2","bcfd82726093712b9f2e","Disturbed / rob zombie with pop evil","Disturbed","Rob Zombie","CONCERTS","HEAVY METAL","CONCERTS","Disturbed / rob zombie with pop evil","   LIVE NATION PRESENTS     DISTURBED/ ROB ZOMBIE                                                           MEMORIAL COLISEUM      WED MAY 25 2016 7:00 PM  ",2,106,"eTicket","2016-05-25 23:00:00","2016-05-25","2016-01-20","2016-01-22","2016-01-22 20:00:25","2016-01-22","2016-02-25","CST","FORT WAYNE","INDIANA","46805","mobile.ticketmaster.us","T ","Y ","Indiana-Ohio","bcfd82726093712b9f2e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873776","31ce9ea0ae5d827ab9fc","ac4b847b3fde66f2117e","b85143bf51323b72e53c","d395e3a5e58a46aa902d","Gexa Energy Pavilion Fast Lane Access: Big Time Rush","Fast Lane Access","NULL","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","Gexa Energy Pavilion Fast Lane Access: Big Time Rush","   THIS TICKET IS VALID         FOR FAST LANE        GOOD FOR THIS DATE ONLY        FAST LANE PASS         GEXA ENERGY PAVILION    SAT JUL 14 2012 7:00 PM  ",4,20,"Mail","2012-07-15 00:00:00","2012-07-14","NULL","NULL","2012-04-07 23:17:56","2012-04-07","2012-04-11","CST","DALLAS","TEXAS","75210","NULL","T ","N ","Dallas","d395e3a5e58a46aa902d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235338","cf70db931443374574b5","002d7347ccac23f064b3","b85143bf51323b72e53c","ffabb1e92cbb8f66322c","Premier Parking: Motley Crue","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Motley Crue","**PREMIER PARKING ONLY**%MOTLEY CRUE%TICKET VALID ONLY FOR%***PREMIER PARKING***%FIRST MIDWEST BANK AMP%WED JUL 16 2008 5:00PM",1,30,"TicketFast","2008-07-16 22:00:00","2008-07-16","2008-04-15","2008-04-19","2008-04-27 00:00:00","2008-04-27","2008-07-16","CST","TINLEY PARK","ILLINOIS","60477","NULL","T ","N ","Chicago","ffabb1e92cbb8f66322c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36"
"420469","cce49585fae73bf12145","46fab43d86133bae8eda","3ca922408f3528b76f28","5032f9701380cefffb34","Americanafest Featuring Loretta Lynn, Steve Earle, Gillian Welch","AmericanaFest","Loretta Lynn","CONCERTS","FESTIVALS","CONCERTS","Americanafest Featuring Loretta Lynn, Steve Earle, Gillian Welch","     NISSAN PRESENTS            AMERICANAFEST         WWW.AMERICANAMUSIC.ORG     ASCEND AMPHITHEATER          RAIN OR SHINE        SAT SEP 19 2015 4:45 PM  ",4,100,"Mail","2015-09-19 21:45:00","2015-09-19","2015-07-30","2015-07-31","2015-08-05 17:40:34","2015-08-05","2015-08-07","CST","NASHVILLE","TENNESSEE","37203","mobile.livenation.us","T ","Y ","Nashville","5032f9701380cefffb34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680158","8773c624ccf5a67d89a4","c840ddabb44fdbd2a321","b85143bf51323b72e53c","c852105b075b8f979cd5","Donna Summer-jones Beach Theater Premier Parking","Tommy Hilfiger At Jones Beach Theater Premier Parking","NULL","MISC","PARKING","PARKING","Donna Summer-jones Beach Theater Premier Parking","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%TOMMY HILFIGER%AT JONES BEACH THEATER%SAT JUL 9, 2005 8:00PM",1,15,"Mail","2005-07-10 00:00:00","2005-07-09","NULL","2005-05-07","2005-05-07 00:00:00","2005-05-07","2005-05-20","EST","WANTAGH","NEW YORK","11793","NULL","T ","N ","New York","c852105b075b8f979cd5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328761","137745ddedc15b4632fb","c2771bc344c9db424eac","b85143bf51323b72e53c","cc2c81c43ea25ef33b43","Premier Parking : 21st annual bridge school benefit","Shoreline Mountain View Premier Parking","NULL","MISC","PARKING","PARKING","Premier Parking : 21st annual bridge school benefit","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 10/28/07 ONLY%PREMIER PARKING%SHORELINE AMPHITHEATRE%SUN OCT 28 2007 2:00 PM",1,20,"TicketFast","2007-10-28 21:00:00","2007-10-28","NULL","2007-09-08","2007-09-08 00:00:00","2007-09-08","2007-10-25","PST","MOUNTAIN VIEW","CALIFORNIA","94043","NULL","T ","N ","N. California","cc2c81c43ea25ef33b43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1168977","a5d8190fe122c2ce8739","002d7347ccac23f064b3","b85143bf51323b72e53c","2764e48c4749d6903b46","Premier Parking: Counting Crows And Maroon 5","Hollywood Casino Amphitheatre Chicago VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Counting Crows And Maroon 5","**PREMIER PARKING ONLY**%MAROON 5%TICKET VALID ONLY FOR%***PREMIER PARKING***%FIRST MIDWEST BANK AMP%FRI AUG 22 2008 7:00PM",1,30,"TicketFast","2008-08-23 00:00:00","2008-08-22","2008-03-31","2008-04-04","2008-07-31 00:00:00","2008-07-30","2008-08-13","CST","TINLEY PARK","ILLINOIS","60477","NULL","T ","N ","Chicago","2764e48c4749d6903b46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18"
"16040","07c1010f34d6e8fe499e","00f2594512405e623363","c896c2a40c28ae05bb7d","43203a545441ee2a9e43","Black Sabbath: The End","Black Sabbath","Rival Sons","CONCERTS","HEAVY METAL","CONCERTS","Black Sabbath: The End","   LIVE NATION PRESENTS         BLACK SABBATH                THE END           HOLLYWOOD CASINO AMP CHI       RAIN OR SHINE        SUN SEP 04 2016 7:30 PM  ",4,368,"eTicket","2016-09-05 00:30:00","2016-09-04","2015-10-28","2015-10-31","2016-01-23 06:41:32","2016-01-22","NULL","CST","TINLEY PARK","ILLINOIS","60477","www.concerts.livenation.com","F ","Y ","Chicago","43203a545441ee2a9e43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217821","8c5e85510d0844e23b79","9caaa3cea047cfffa7b3","b85143bf51323b72e53c","b4a6afea5f0f4727a6c2","Premier Parking: The Police","First Niagara Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: The Police","USE 2ND LANE FROM LEFT%THE POLICE%PREMIER PARKING*28-JUL-08%RIGHT OF PEDESTRIAN WKWAY%%MON JUL 28 2008 7:30PM",1,22,"Mail","2008-07-28 23:30:00","2008-07-28","NULL","2008-02-23","2008-05-22 00:00:00","2008-05-22","2008-05-28","EST","BURGETTSTOWN","PENNSYLVANIA","15021","NULL","T ","N ","Pittsburgh","b4a6afea5f0f4727a6c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995540","24e44599908d338d3e71","8f53c0b7cd7810a1829d","b85143bf51323b72e53c","d83245a4ecf0d1947503","Vip Parking: Zac Brown Band","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Zac Brown Band","VIP PARKING PASS%ZAC BROWN BAND%NOT A SHOW TICKET%CRICKET WIRELESS PAVILION%REDEEM @ GATE 7%SAT SEP 25 2010  7:00PM",1,20,"TicketFast","2010-09-26 01:00:00","2010-09-25","NULL","NULL","2010-09-25 00:00:00","2010-09-25","2010-09-25","MST","PHOENIX","ARIZONA","85035","NULL","T ","N ","Arizona","d83245a4ecf0d1947503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814586","970c3b34231268a2d311","984eb0cac70cc999c814","15c37e435f23be92a232","43ae9f234381300a7977","3 Doors Down & daughtry","Ovation Lounge Access","3 Doors Down","MISC","SPECIAL ENTRY (UPSELL)","UPSELL","3 Doors Down & daughtry","  THE LOUISVILLE PALACE     OVATION LOUNGE ACCESS   NOT VALID FOR CONCERT ADM. 3 DOORS DOWN & DAUGHTRY  VIP-LOUISVILLE PALACE-VIP  SAT FEB 02 2013 7:00 PM  ",2,40,"TicketFast","2013-02-03 00:00:00","2013-02-02","NULL","2012-12-14","2012-12-18 02:25:17","2012-12-17","2012-12-18","EST","LOUISVILLE","KENTUCKY","40202","www.concerts.livenation.com","T ","N ","Cincinnati-KY","43ae9f234381300a7977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64374","1f69211f5af81e762ba5","5a30008429ee66fc7b84","3a8c7fcf357544c951d9","124f7a205021902f1116","Luke Bryan: Kill The Lights Tour 2016","Luke Bryan","Little Big Town","CONCERTS","COUNTRY","CONCERTS","Luke Bryan: Kill The Lights Tour 2016","KILL THE LIGHTS TOUR 2016         LUKE BRYAN              LUKEBRYAN.COM           LBT / DUSTIN LYNCH     THE PAVILION AT MONTAGE   THU JUL 21 2016 7:00 PM  ",2,120.5,"TicketFast","2016-07-21 23:00:00","2016-07-21","2016-02-24","2016-02-26","2016-02-25 20:40:20","2016-02-25","2016-02-25","EST","SCRANTON","PENNSYLVANIA","18507","www.concerts.livenation.com","T ","Y ","Delaware Valley","124f7a205021902f1116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165202","96d6a378ba58c4152f72","8475a7f6159d0149c11d","aa4fd4d8446a98d8d41e","821898b3dbe723b2cd7f","Florence And The Machine: How Beautiful Tour","Florence and the Machine","Grimes","CONCERTS","ROCK/POP","CONCERTS","Florence And The Machine: How Beautiful Tour","   LIVE NATION PRESENTS    FLORENCE AND THE MACHINE     HOW BEAUTIFUL TOUR     AMERICAN AIRLINES CENTER         DALLAS, TX          WED MAY 18 2016 7:30PM  ",2,73,"Mail","2016-05-19 00:30:00","2016-05-18","2016-01-12","2016-01-16","2016-01-16 16:15:54","2016-01-16","2016-01-19","CST","DALLAS","TEXAS","75219","www.ticketmaster.com","T ","Y ","Dallas","821898b3dbe723b2cd7f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582322","833553cf219e26c5f22e","4b28a870f303d66cc740","23fa4d7e248551248770","6d11d979efe688563cda","Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa","Wiz Khalifa","Fall Out Boy","CONCERTS","RAP/URBAN","CONCERTS","Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa","      BOYS OF ZUMMER       FALL OUT BOY/WIZ KHALIFA  PRESENTED BY LIVE NATION SARATOGA PERF ARTS CENTER       RAIN OR SHINE         TUE JUN 23 2015 7:00PM  ",1,20.25,"eTicket","2015-06-23 23:00:00","2015-06-23","2015-01-22","2015-01-23","2015-06-19 04:08:39","2015-06-18","2015-06-19","EST","SARATOGA SPRINGS","NEW YORK","12866","www.concerts.livenation.com","T ","Y ","New York","6d11d979efe688563cda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301843","e08cb909f9ca3eccc093","c49cd5f04a370a1506a0","b85143bf51323b72e53c","25f931e8b091b67563fe","E.z. Mo Breezy Presents Grits & biscuits","Grits and Biscuits","NULL","CONCERTS","RAP/URBAN","CONCERTS","E.z. Mo Breezy Presents Grits & biscuits"," E.Z. MO BREEZY PRESENTS       GRITS & BISCUITS          21 AND OVER ONLY        HOLLYWOOD PALLADIUM     FOLLOW US @THEPALLADIUM   FRI JAN 29 2016 9:00 PM  ",1,20,"eTicket","2016-01-30 05:00:00","2016-01-29","NULL","2016-01-05","2016-01-23 21:43:00","2016-01-23","2016-01-29","PST","HOLLYWOOD","CALIFORNIA","90028","iphone.ticketmaster.us","T ","Y ","Los Angeles","25f931e8b091b67563fe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351640","59cff8a8453ae0c3d7cc","6f385eeb9afdcbc36430","d3b42b161bfc77573932","69bc6efa62c170924b7a","Chance The Rapper: Family Matters Tour","Chance the Rapper","D.R.A.M.","CONCERTS","RAP/URBAN","CONCERTS","Chance The Rapper: Family Matters Tour","   LIVE NATION PRESENTS       CHANCE THE RAPPER        FAMILY MATTERS TOUR      REVENTION MUSIC CENTER       520 TEXAS AVENUE      THU NOV 12 2015 8:00 PM  ",2,63.5,"eTicket","2015-11-13 02:00:00","2015-11-12","2015-07-30","2015-07-31","2015-10-22 15:04:19","2015-10-22","2015-11-12","CST","HOUSTON","TEXAS","77002","www.concerts.livenation.com","T ","Y ","Houston","69bc6efa62c170924b7a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466673","2ac6bab5a7b285654796","8f53c0b7cd7810a1829d","b85143bf51323b72e53c","85b406c1484d70aa571e","Cricket Pavilion Phx. Premier Parking","Cricket Pavilion Phx. Premier Parking","NULL","MISC","PARKING","PARKING","Cricket Pavilion Phx. Premier Parking","GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%TUE OCT 3 2006 7:30 PM",1,20,"Mail","2006-10-04 01:30:00","2006-10-03","NULL","2006-05-01","2006-07-29 00:00:00","2006-07-29","2006-08-03","MST","PHOENIX","ARIZONA","85035","NULL","T ","N ","Arizona","85b406c1484d70aa571e","F","30","NULL","High School","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL",NA
"48203","fa87b78c4228caeed29c","5969fc1f0a3f9db3744e","61a8eebe4bbecd416117","7b4ca4de11a87e78f882","Heart With Joan Jett & the blackhearts and cheap trick","Heart","Joan Jett & the Blackhearts","CONCERTS","ROCK/POP","CONCERTS","Heart With Joan Jett & the blackhearts and cheap trick"," ROCK HALL THREE-FOR-ALL            HEART           JOAN JETT&THE BLACKHEARTS        CHEAP TRICK          BETHEL WOODS CTR ARTS    SAT JUL 30 2016 6:30 PM  ",2,46.5,"Mail","2016-07-30 22:30:00","2016-07-30","2016-01-19","2016-01-22","2016-01-23 18:15:30","2016-01-23","2016-01-27","EST","BETHEL","NEW YORK","12720","www.ticketmaster.com","T ","Y ","New York","7b4ca4de11a87e78f882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231037","8634737683b9219b223c","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","8e3d56e09adfdab05f02","Premier Parking: Brad Paisley","Parking Event","NULL","MISC","PARKING","PARKING","Premier Parking: Brad Paisley","DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%TWC MUSIC PAVILION%SAT JUL 19 2008 7:30PM",1,25,"TicketFast","2008-07-19 23:30:00","2008-07-19","NULL","2008-05-02","2008-05-02 00:00:00","2008-05-02","2008-05-02","EST","RALEIGH","NORTH CAROLINA","27610","NULL","T ","N ","Raleigh","8e3d56e09adfdab05f02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66"
"1081538","b004339f5931ac5d3395","9babfdb02a7f8004fc6e","f53529c5679ea6ca5a48","a894c582b8ead9a39606","The Gorge Premier Parking Event: Dave Matthews Band","Gorge Amphitheatre Star Parking","Dave Matthews Band","MISC","PARKING","PARKING","The Gorge Premier Parking Event: Dave Matthews Band","THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SAT SEP 5,2009 6:00PM",1,28,"Mail","2009-09-06 01:00:00","2009-09-05","NULL","2009-03-13","2009-03-13 00:00:00","2009-03-13","2009-03-18","PST","GEORGE","WASHINGTON","98848","NULL","T ","N ","Seattle","a894c582b8ead9a39606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95952","5ea18167ec2d7e150d43","ff9dfcd1cc72f8bccaf2","a020e139afb4f9658bc0","7aba021ac70032981b79","Zac Brown Band: Black Out The Sun Tour","Zac Brown Band","Drake White and the Big Fire","CONCERTS","COUNTRY","CONCERTS","Zac Brown Band: Black Out The Sun Tour","  BLACK OUT THE SUN TOUR        Zac Brown Band         WWW.ZACBROWNBAND.COM     RIVERBEND MUSIC CENTER    ! ALL WEATHER EVENT !    FRI JUL 01 2016 7:00 PM  ",2,112,"eTicket","2016-07-01 23:00:00","2016-07-01","2016-03-01","2016-03-04","2016-03-01 17:53:07","2016-03-01","NULL","EST","CINCINNATI","OHIO","45230","www.ticketmaster.com","F ","Y ","Cincinnati-KY","7aba021ac70032981b79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683609","8cdd852eb1dd0013aa97","4b677c3f5bec71eec8d1","b85143bf51323b72e53c","acde6b23b75fb2a5b7b8","The Fillmore Silver Spring Parking: Third Eye Blind","Parking Event","NULL","MISC","PARKING","PARKING","The Fillmore Silver Spring Parking: Third Eye Blind","                          FILLMORE RESERVED PARKING  **NOT AN EVENT TICKET**    FILLMORE SILVER SPRING    NO REFUNDS / EXCHANGES    VALID NOV 01 2013 ONLY  ",1,20,"TicketFast","2013-11-02 00:00:00","2013-11-01","NULL","2013-09-27","2013-09-27 14:10:50","2013-09-27","NULL","EST","SILVER SPRING","MARYLAND","20910","www.concerts.livenation.com","F ","N ","Washington DC","acde6b23b75fb2a5b7b8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155682","7ade5b3aa2199fa5b281","ff9dfcd1cc72f8bccaf2","a020e139afb4f9658bc0","8d720d82131f9a6f0d6c","Zac Brown Band: Black Out The Sun Tour","Zac Brown Band","Drake White and the Big Fire","CONCERTS","COUNTRY","CONCERTS","Zac Brown Band: Black Out The Sun Tour","  BLACK OUT THE SUN TOUR        ZAC BROWN BAND         WWW.ZACBROWNBAND.COM      KLIPSCH MUSIC CENTER       WWW.LIVENATION.COM     SUN MAY 22 2016 7:00 PM  ",3,204,"Mail","2016-05-22 23:00:00","2016-05-22","2016-03-01","2016-03-04","2016-03-01 23:59:12","2016-03-01","NULL","CST","NOBLESVILLE","INDIANA","46060","www.concerts.livenation.com","F ","Y ","Indiana-Ohio","8d720d82131f9a6f0d6c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014189","67ef15ae5eb3a7d1e2b1","43f0436b905bfa7c2eec","b85143bf51323b72e53c","4c012770e17e29f37588","Comcast Center Mansfield Vip Parking: Tom Petty & the heartbreakers","XFINITY Center Mansfield Premier Parking","NULL","MISC","PARKING","PARKING","Comcast Center Mansfield Vip Parking: Tom Petty & the heartbreakers","THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%VIP PARKING PASS%COMCAST CENTER, MANSFIELD%THU AUG 19 2010 7:00PM",1,40,"TicketFast","2010-08-19 23:00:00","2010-08-19","2010-03-03","2010-03-08","2010-08-14 00:00:00","2010-08-14","2010-08-14","EST","MANSFIELD","MASSACHUSETTS","02048","NULL","T ","N ","Boston","4c012770e17e29f37588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1380173","b6078f8e053c87ba2d80","9caaa3cea047cfffa7b3","b85143bf51323b72e53c","3f2f7519022b11843d20","Premier Parking: Bryan Adams","First Niagara Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Bryan Adams","USE 2ND LANE FROM LEFT%BRYAN ADAMS%PREMIER PARKING*5-AUG-07%RIGHT OF PEDESTRIAN WKWAY%POST GAZETTE PAVILION%SUN AUG 5 2007 7:00PM",1,22,"TicketFast","2007-08-05 23:00:00","2007-08-05","NULL","2007-05-19","2007-06-01 00:00:00","2007-06-01","2007-06-16","EST","BURGETTSTOWN","PENNSYLVANIA","15021","NULL","T ","N ","Pittsburgh","3f2f7519022b11843d20","F","44","87500","High School","Graduate School","High School","2","1","1","1","NULL","NULL","NULL",NA
"1091557","632f251e665e7ff6f620","1a3e9aecd0617706a794","89712180ab9f1ed64244","e7b8e25db41757063e55","Gorge Camping For Vans Warped Tour - aug 14-16","Gorge Camping","Vans Warped Tour","MISC","CAMPING","INVALID","Gorge Camping For Vans Warped Tour - aug 14-16","%OVERNIGHT C A M P I N G%VANS WARPED TOUR%GORGE CAMPGROUND%* GOOD THESE DATES ONLY *%AUG 14 - 15, 2009",1,45,"ISPU","2009-08-15 19:00:00","2009-08-15","NULL","2009-04-17","2009-08-03 00:00:00","2009-08-02","2009-08-05","PST","QUINCY","WASHINGTON","98848","NULL","T ","N ","Seattle","e7b8e25db41757063e55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571067","88d50ef676d3338438a6","4b28a870f303d66cc740","23fa4d7e248551248770","06a1d53d750be20012e7","Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa","Wiz Khalifa","Fall Out Boy","CONCERTS","RAP/URBAN","CONCERTS","Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa","      BOYS OF ZUMMER       FALL OUT BOY|WIZ KHALIFA  PRESENTED BY LIVE NATION   RIVERBEND MUSIC CENTER    ! ALL WEATHER EVENT !    TUE JUN 30 2015 7:00 PM  ",1,20,"eTicket","2015-06-30 23:00:00","2015-06-30","2015-01-20","2015-01-23","2015-05-26 01:32:18","2015-05-25","2015-06-30","EST","CINCINNATI","OHIO","45230","mobile.ticketmaster.us","T ","Y ","Cincinnati-KY","06a1d53d750be20012e7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175513","4b40c0c197fd3bf2da0a","f53529c5679ea6ca5a48","b85143bf51323b72e53c","e8e5418072e8afec04a1","Dave Matthews Band","Dave Matthews Band","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Dave Matthews Band"," RAIN OR SHINE CPATW PRES     DAVE MATTHEWS BAND                                 NO CAMERAS OR VIDEOS       WOODLANDS PAVILION     FRI MAY 13 2016 7:00 PM  ",2,150,"Mail","2016-05-14 00:00:00","2016-05-13","2016-02-16","2016-02-19","2016-02-19 20:02:51","2016-02-19","NULL","CST","THE WOODLANDS","TEXAS","77380","www.concerts.livenation.com","F ","Y ","Houston","e8e5418072e8afec04a1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044111","518c83a4d30ad819e856","d769ab09a96be5a0b316","b85143bf51323b72e53c","17b72dbfe1387fb4e71b","Vip Parking: Toby Keith","Verizon Wireless Amph. Charlotte Premier Parking","NULL","MISC","PARKING","PARKING","Vip Parking: Toby Keith","THIS TICKET IS VALID FOR%TOBY KEITH%VIP PARKING%VERIZON WIRELESS AMPH CHA%USE HWY 29 TO PAVILION BL%SUN JUL 11 2010 7:17PM",2,40,"TicketFast","2010-07-11 23:17:00","2010-07-11","NULL","2010-04-30","2010-06-26 00:00:00","2010-06-26","2010-07-11","EST","CHARLOTTE","NORTH CAROLINA","28262","NULL","T ","N ","Charlotte","17b72dbfe1387fb4e71b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895068","7ebbdaabe02b1007c98d","3f510718b680022e6c39","8b6ed54b3dbf8147962b","924809d1f32b7273392b","Verizon Wireless Preferred Parking/valet Parking: Beach Boys","Verizon Wireless Amph. Irvine Premier Parking","The Beach Boys","MISC","PARKING","PARKING","Verizon Wireless Preferred Parking/valet Parking: Beach Boys","   THIS TICKET IS VALID        FOR PARKING ONLY        GOOD THIS DATE ONLY      PREFERRED PARKING ONLY     VERIZON AMPHITHEATER     SUN JUN 3 2012 7:30PM   ",1,20,"TicketFast","2012-06-04 02:30:00","2012-06-03","NULL","2012-03-12","2012-03-12 17:51:04","2012-03-12","2012-03-28","PST","IRVINE","CALIFORNIA","92618","NULL","T ","N ","Los Angeles","924809d1f32b7273392b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493247","2caa81d472f32552e3d4","89712180ab9f1ed64244","7fc1d073d4a4eb197c94","122b162468f19c5863de","Vans Warped Tour Presented By Journeys","Vans Warped Tour","Handguns","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Vans Warped Tour Presented By Journeys","   LIVE NATION PRESENTS        VANS WARPED TOUR       PRESENTED BY JOURNEYS     WWW.VANSWARPEDTOUR.COM   WHITE RIVER AMPHITHEATRE  SAT AUG 08 2015 11:00 AM ",1,31.5,"eTicket","2015-08-08 18:00:00","2015-08-08","2014-12-12","2014-12-12","2015-05-20 00:00:56","2015-05-19","2015-08-07","PST","AUBURN","WASHINGTON","98092","www.concerts.livenation.com","T ","Y ","Seattle","122b162468f19c5863de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280953","856835f38df95539aad1","74995134131045a53615","b85143bf51323b72e53c","a8da315c92ef479f835d","Widespread Panic","Widespread Panic","NULL","CONCERTS","ALTERNATIVE ROCK","CONCERTS","Widespread Panic","   LIVE NATION PRESENTS        WIDESPREAD PANIC         A FOOD DRIVE EVENT     WWW.WIDESPREADPANIC.COM     PEABODY OPERA HOUSE      FRI FEB 19 2016 8:00PM  ",2,104,"TicketFast","2016-02-20 02:00:00","2016-02-19","2015-11-19","2015-11-20","2016-01-02 19:10:13","2016-01-02","2016-01-02","CST","SAINT LOUIS","MISSOURI","63103","www.ticketmaster.com","T ","Y ","St. Louis","a8da315c92ef479f835d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666072","a7513019df7148f8bad1","9caaa3cea047cfffa7b3","b85143bf51323b72e53c","ffdec67450bbec45e346","Premier Parking: Coldplay","First Niagara Pavilion VIP Parking","NULL","MISC","PARKING","PARKING","Premier Parking: Coldplay","USE 2ND LANE FROM FAR LEFT%COLDPLAY AUGUST 11 2005%PREMIER PARKING PASS%RIGHT OF PEDESTRIAN WLKWAY%POST-GAZETTE PAVILION%NOT RESP FOR ANY LOSSES",1,22,"Mail","2005-08-11 23:30:00","2005-08-11","NULL","2005-06-04","2005-06-06 00:00:00","2005-06-06","2005-06-15","EST","BURGETTSTOWN","PENNSYLVANIA","15021","NULL","T ","N ","Pittsburgh","ffdec67450bbec45e346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313006","db3e5c407f0789d0c9eb","e7977ac6f61f6a9500ab","4013c3ce8ccf6ad32375","9c5b7652986d14815adf","Sunshine Music Festival","Tedeschi Trucks Band","Indigo Girls","CONCERTS","ROCK/POP","CONCERTS","Sunshine Music Festival","   LIVE NATION PRESENTS    SUNSHINE MUSIC FESTIVAL  SUNSHINEMUSICFESTIVAL.COM VINOY PARK, ST PETERSBURG   * * RAIN OR SHINE * *   SAT JAN 16 2016 DRS 1100AM",2,112.98,"TicketFast","2016-01-16 16:30:00","2016-01-16","2015-10-06","2015-10-09","2016-01-16 13:51:08","2016-01-16","2016-01-16","EST","ST PETERSBURG","FLORIDA","33701","www.ticketmaster.com","T ","Y ","Tampa","9c5b7652986d14815adf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
